Rec	Cyc	Step	TestTime	StepTime	Amphr	Watthr	Amps	Volts	State	ACImpOhms
2424	2	5	1d 16:14:10.0600004196167	0d 00:05:0.00999999977648258	0.00004	0.00017	0.00050	4.16861	D	2.20293
2425	2	5	1d 16:15:10.0600004196167	0d 00:06:0.00999999977648258	0.00005	0.00021	0.00050	4.16762	D	2.20293
2426	2	5	1d 16:16:10.0600004196167	0d 00:07:0.00999999977648258	0.00006	0.00024	0.00050	4.16655	D	2.20293
2427	2	5	1d 16:17:10.0600004196167	0d 00:08:0.00999999977648258	0.00007	0.00028	0.00050	4.16564	D	2.20293
2428	2	5	1d 16:18:10.0600004196167	0d 00:09:0.00999999977648258	0.00007	0.00031	0.00050	4.16480	D	2.20293
2429	2	5	1d 16:19:10.0600004196167	0d 00:10:0.00999999977648258	0.00008	0.00035	0.00050	4.16403	D	2.20293
2430	2	5	1d 16:20:10.0600004196167	0d 00:11:0.00999999977648258	0.00009	0.00038	0.00050	4.16335	D	2.20293
2431	2	5	1d 16:21:10.0600004196167	0d 00:12:0.00999999977648258	0.00010	0.00042	0.00050	4.16258	D	2.20293
2432	2	5	1d 16:22:10.0600004196167	0d 00:13:0.00999999977648258	0.00011	0.00045	0.00050	4.16197	D	2.20293
2433	2	5	1d 16:23:10.0600004196167	0d 00:14:0.00999999977648258	0.00012	0.00049	0.00050	4.16129	D	2.20293
2434	2	5	1d 16:24:10.0600004196167	0d 00:15:0.00999999977648258	0.00012	0.00052	0.00050	4.16068	D	2.20293
2435	2	5	1d 16:25:10.0600004196167	0d 00:16:0.00999999977648258	0.00013	0.00056	0.00050	4.15991	D	2.20293
2436	2	5	1d 16:26:10.0600004196167	0d 00:17:0.00999999977648258	0.00014	0.00059	0.00050	4.15923	D	2.20293
2437	2	5	1d 16:27:10.0600004196167	0d 00:18:0.00999999977648258	0.00015	0.00062	0.00050	4.15869	D	2.20293
2438	2	5	1d 16:28:10.0600004196167	0d 00:19:0.00999999977648258	0.00016	0.00066	0.00050	4.15801	D	2.20293
2439	2	5	1d 16:29:10.0600004196167	0d 00:20:0.00999999977648258	0.00017	0.00069	0.00050	4.15747	D	2.20293
2440	2	5	1d 16:30:10.0600004196167	0d 00:21:0.00999999977648258	0.00018	0.00073	0.00050	4.15686	D	2.20293
2441	2	5	1d 16:31:10.0600004196167	0d 00:22:0.00999999977648258	0.00018	0.00076	0.00050	4.15625	D	2.20293
2442	2	5	1d 16:32:10.0600004196167	0d 00:23:0.00999999977648258	0.00019	0.00080	0.00050	4.15579	D	2.20293
2443	2	5	1d 16:33:10.0600004196167	0d 00:24:0.00999999977648258	0.00020	0.00083	0.00050	4.15518	D	2.20293
2444	2	5	1d 16:34:10.0600004196167	0d 00:25:0.00999999977648258	0.00021	0.00087	0.00050	4.15465	D	2.20293
2445	2	5	1d 16:35:10.0600004196167	0d 00:26:0.00999999977648258	0.00022	0.00090	0.00050	4.15419	D	2.20293
2446	2	5	1d 16:36:10.0600004196167	0d 00:27:0.00999999977648258	0.00023	0.00094	0.00050	4.15366	D	2.20293
2447	2	5	1d 16:37:10.0600004196167	0d 00:28:0.00999999977648258	0.00023	0.00097	0.00050	4.15312	D	2.20293
2448	2	5	1d 16:38:10.0600004196167	0d 00:29:0.00999999977648258	0.00024	0.00101	0.00050	4.15229	D	2.20293
2449	2	5	1d 16:39:10.0600004196167	0d 00:30:0.00999999977648258	0.00025	0.00104	0.00050	4.15190	D	2.20293
2450	2	5	1d 16:40:10.0600004196167	0d 00:31:0.00999999977648258	0.00026	0.00107	0.00050	4.15129	D	2.20293
2451	2	5	1d 16:41:10.0600004196167	0d 00:32:0.00999999977648258	0.00027	0.00111	0.00050	4.15084	D	2.20293
2452	2	5	1d 16:42:10.0600004196167	0d 00:33:0.00999999977648258	0.00028	0.00114	0.00050	4.15030	D	2.20293
2453	2	5	1d 16:43:10.0600004196167	0d 00:34:0.00999999977648258	0.00028	0.00118	0.00050	4.14992	D	2.20293
2454	2	5	1d 16:44:10.0600004196167	0d 00:35:0.00999999977648258	0.00029	0.00121	0.00050	4.14946	D	2.20293
2455	2	5	1d 16:45:10.0600004196167	0d 00:36:0.00999999977648258	0.00030	0.00125	0.00050	4.14900	D	2.20293
2456	2	5	1d 16:46:10.0600004196167	0d 00:37:0.00999999977648258	0.00031	0.00128	0.00050	4.14847	D	2.20293
2457	2	5	1d 16:47:10.0600004196167	0d 00:38:0.00999999977648258	0.00032	0.00132	0.00050	4.14794	D	2.20293
2458	2	5	1d 16:48:10.0600004196167	0d 00:39:0.00999999977648258	0.00033	0.00135	0.00050	4.14755	D	2.20293
2459	2	5	1d 16:49:10.0600004196167	0d 00:40:0.00999999977648258	0.00033	0.00139	0.00050	4.14717	D	2.20293
2460	2	5	1d 16:50:10.0600004196167	0d 00:41:0.00999999977648258	0.00034	0.00142	0.00050	4.14656	D	2.20293
2461	2	5	1d 16:51:10.0600004196167	0d 00:42:0.00999999977648258	0.00035	0.00146	0.00050	4.14588	D	2.20293
2462	2	5	1d 16:52:10.0600004196167	0d 00:43:0.00999999977648258	0.00036	0.00149	0.00050	4.14549	D	2.20293
2463	2	5	1d 16:53:10.0600004196167	0d 00:44:0.00999999977648258	0.00037	0.00152	0.00050	4.14496	D	2.20293
2464	2	5	1d 16:54:10.0600004196167	0d 00:45:0.00999999977648258	0.00038	0.00156	0.00050	4.14450	D	2.20293
2465	2	5	1d 16:55:10.0600004196167	0d 00:46:0.00999999977648258	0.00038	0.00159	0.00050	4.14412	D	2.20293
2466	2	5	1d 16:56:10.0600004196167	0d 00:47:0.00999999977648258	0.00039	0.00163	0.00050	4.14374	D	2.20293
2467	2	5	1d 16:57:10.0600004196167	0d 00:48:0.00999999977648258	0.00040	0.00166	0.00050	4.14328	D	2.20293
2468	2	5	1d 16:58:10.0600004196167	0d 00:49:0.00999999977648258	0.00041	0.00170	0.00050	4.14282	D	2.20293
2469	2	5	1d 16:59:10.0600004196167	0d 00:50:0.00999999977648258	0.00042	0.00173	0.00050	4.14244	D	2.20293
2470	2	5	1d 17:00:10.0600004196167	0d 00:51:0.00999999977648258	0.00043	0.00177	0.00050	4.14191	D	2.20293
2471	2	5	1d 17:01:10.0600004196167	0d 00:52:0.00999999977648258	0.00043	0.00180	0.00050	4.14137	D	2.20293
2472	2	5	1d 17:02:10.0600004196167	0d 00:53:0.00999999977648258	0.00044	0.00184	0.00050	4.14099	D	2.20293
2473	2	5	1d 17:03:10.0600004196167	0d 00:54:0.00999999977648258	0.00045	0.00187	0.00050	4.14046	D	2.20293
2474	2	5	1d 17:04:10.0600004196167	0d 00:55:0.00999999977648258	0.00046	0.00190	0.00050	4.14000	D	2.20293
2475	2	5	1d 17:05:10.0600004196167	0d 00:56:0.00999999977648258	0.00047	0.00194	0.00050	4.13962	D	2.20293
2476	2	5	1d 17:06:10.0600004196167	0d 00:57:0.00999999977648258	0.00048	0.00197	0.00050	4.13909	D	2.20293
2477	2	5	1d 17:07:10.0600004196167	0d 00:58:0.00999999977648258	0.00048	0.00201	0.00050	4.13863	D	2.20293
2478	2	5	1d 17:08:10.0600004196167	0d 00:59:0.00999999977648258	0.00049	0.00204	0.00050	4.13840	D	2.20293
2479	2	5	1d 17:09:10.0600004196167	0d 01:00:0.00999999977648258	0.00050	0.00208	0.00050	4.13802	D	2.20293
2480	2	5	1d 17:10:10.0600004196167	0d 01:01:0.00999999977648258	0.00051	0.00211	0.00050	4.13756	D	2.20293
2481	2	5	1d 17:11:10.0600004196167	0d 01:02:0.00999999977648258	0.00052	0.00215	0.00050	4.13710	D	2.20293
2482	2	5	1d 17:12:10.0600004196167	0d 01:03:0.00999999977648258	0.00053	0.00218	0.00050	4.13672	D	2.20293
2483	2	5	1d 17:13:10.0600004196167	0d 01:04:0.00999999977648258	0.00053	0.00221	0.00050	4.13619	D	2.20293
2484	2	5	1d 17:14:10.0600004196167	0d 01:05:0.00999999977648258	0.00054	0.00225	0.00050	4.13573	D	2.20293
2485	2	5	1d 17:15:10.0600004196167	0d 01:06:0.00999999977648258	0.00055	0.00228	0.00050	4.13542	D	2.20293
2486	2	5	1d 17:16:10.0600004196167	0d 01:07:0.00999999977648258	0.00056	0.00232	0.00050	4.13497	D	2.20293
2487	2	5	1d 17:17:10.0600004196167	0d 01:08:0.00999999977648258	0.00057	0.00235	0.00050	4.13466	D	2.20293
2488	2	5	1d 17:18:10.0600004196167	0d 01:09:0.00999999977648258	0.00058	0.00239	0.00050	4.13413	D	2.20293
2489	2	5	1d 17:19:10.0600004196167	0d 01:10:0.00999999977648258	0.00058	0.00242	0.00050	4.13367	D	2.20293
2490	2	5	1d 17:20:10.0600004196167	0d 01:11:0.00999999977648258	0.00059	0.00246	0.00050	4.13344	D	2.20293
2491	2	5	1d 17:21:10.0600004196167	0d 01:12:0.00999999977648258	0.00060	0.00249	0.00050	4.13298	D	2.20293
2492	2	5	1d 17:22:10.0600004196167	0d 01:13:0.00999999977648258	0.00061	0.00252	0.00050	4.13252	D	2.20293
2493	2	5	1d 17:23:10.0600004196167	0d 01:14:0.00999999977648258	0.00062	0.00256	0.00050	4.13222	D	2.20293
2494	2	5	1d 17:24:10.0600004196167	0d 01:15:0.00999999977648258	0.00063	0.00259	0.00050	4.13176	D	2.20293
2495	2	5	1d 17:25:10.0600004196167	0d 01:16:0.00999999977648258	0.00063	0.00263	0.00050	4.13130	D	2.20293
2496	2	5	1d 17:26:10.0600004196167	0d 01:17:0.00999999977648258	0.00064	0.00266	0.00050	4.13085	D	2.20293
2497	2	5	1d 17:27:10.0600004196167	0d 01:18:0.00999999977648258	0.00065	0.00270	0.00050	4.13046	D	2.20293
2498	2	5	1d 17:28:10.0600004196167	0d 01:19:0.00999999977648258	0.00066	0.00273	0.00050	4.13016	D	2.20293
2499	2	5	1d 17:29:10.0600004196167	0d 01:20:0.00999999977648258	0.00067	0.00277	0.00050	4.12963	D	2.20293
2500	2	5	1d 17:30:10.0600004196167	0d 01:21:0.00999999977648258	0.00068	0.00280	0.00050	4.12932	D	2.20293
2501	2	5	1d 17:31:10.0600004196167	0d 01:22:0.00999999977648258	0.00068	0.00283	0.00050	4.12871	D	2.20293
2502	2	5	1d 17:32:10.0600004196167	0d 01:23:0.00999999977648258	0.00069	0.00287	0.00050	4.12840	D	2.20293
2503	2	5	1d 17:33:10.0600004196167	0d 01:24:0.00999999977648258	0.00070	0.00290	0.00050	4.12795	D	2.20293
2504	2	5	1d 17:34:10.0600004196167	0d 01:25:0.00999999977648258	0.00071	0.00294	0.00050	4.12764	D	2.20293
2505	2	5	1d 17:35:10.0600004196167	0d 01:26:0.00999999977648258	0.00072	0.00297	0.00050	4.12718	D	2.20293
2506	2	5	1d 17:36:10.0600004196167	0d 01:27:0.00999999977648258	0.00073	0.00301	0.00050	4.12680	D	2.20293
2507	2	5	1d 17:37:10.0600004196167	0d 01:28:0.00999999977648258	0.00073	0.00304	0.00050	4.12627	D	2.20293
2508	2	5	1d 17:38:10.0600004196167	0d 01:29:0.00999999977648258	0.00074	0.00308	0.00050	4.12604	D	2.20293
2509	2	5	1d 17:39:10.0600004196167	0d 01:30:0.00999999977648258	0.00075	0.00311	0.00050	4.12566	D	2.20293
2510	2	5	1d 17:40:10.0600004196167	0d 01:31:0.00999999977648258	0.00076	0.00314	0.00050	4.12512	D	2.20293
2511	2	5	1d 17:41:10.0600004196167	0d 01:32:0.00999999977648258	0.00077	0.00318	0.00050	4.12474	D	2.20293
2512	2	5	1d 17:42:10.0600004196167	0d 01:33:0.00999999977648258	0.00078	0.00321	0.00050	4.12428	D	2.20293
2513	2	5	1d 17:43:10.0600004196167	0d 01:34:0.00999999977648258	0.00078	0.00325	0.00050	4.12406	D	2.20293
2514	2	5	1d 17:44:10.0600004196167	0d 01:35:0.00999999977648258	0.00079	0.00328	0.00050	4.12352	D	2.20293
2515	2	5	1d 17:45:10.0600004196167	0d 01:36:0.00999999977648258	0.00080	0.00332	0.00050	4.12322	D	2.20293
2516	2	5	1d 17:46:10.0600004196167	0d 01:37:0.00999999977648258	0.00081	0.00335	0.00050	4.12284	D	2.20293
2517	2	5	1d 17:47:10.0600004196167	0d 01:38:0.00999999977648258	0.00082	0.00338	0.00050	4.12238	D	2.20293
2518	2	5	1d 17:48:10.0600004196167	0d 01:39:0.00999999977648258	0.00083	0.00342	0.00050	4.12200	D	2.20293
2519	2	5	1d 17:49:10.0600004196167	0d 01:40:0.00999999977648258	0.00083	0.00345	0.00050	4.12146	D	2.20293
2520	2	5	1d 17:50:10.0600004196167	0d 01:41:0.00999999977648258	0.00084	0.00349	0.00050	4.12123	D	2.20293
2521	2	5	1d 17:51:10.0600004196167	0d 01:42:0.00999999977648258	0.00085	0.00352	0.00050	4.12078	D	2.20293
2522	2	5	1d 17:52:10.0600004196167	0d 01:43:0.00999999977648258	0.00086	0.00356	0.00050	4.12032	D	2.20293
2523	2	5	1d 17:53:10.0600004196167	0d 01:44:0.00999999977648258	0.00087	0.00359	0.00050	4.12001	D	2.20293
2524	2	5	1d 17:54:10.0600004196167	0d 01:45:0.00999999977648258	0.00088	0.00362	0.00050	4.11963	D	2.20293
2525	2	5	1d 17:55:10.0600004196167	0d 01:46:0.00999999977648258	0.00088	0.00366	0.00050	4.11925	D	2.20293
2526	2	5	1d 17:56:10.0600004196167	0d 01:47:0.00999999977648258	0.00089	0.00369	0.00050	4.11879	D	2.20293
2527	2	5	1d 17:57:10.0600004196167	0d 01:48:0.00999999977648258	0.00090	0.00373	0.00050	4.11849	D	2.20293
2528	2	5	1d 17:58:10.0600004196167	0d 01:49:0.00999999977648258	0.00091	0.00376	0.00050	4.11803	D	2.20293
2529	2	5	1d 17:59:10.0600004196167	0d 01:50:0.00999999977648258	0.00092	0.00380	0.00050	4.11757	D	2.20293
2530	2	5	1d 18:00:10.0600004196167	0d 01:51:0.00999999977648258	0.00093	0.00383	0.00050	4.11727	D	2.20293
2531	2	5	1d 18:01:10.0600004196167	0d 01:52:0.00999999977648258	0.00093	0.00387	0.00050	4.11696	D	2.20293
2532	2	5	1d 18:02:10.0600004196167	0d 01:53:0.00999999977648258	0.00094	0.00390	0.00050	4.11643	D	2.20293
2533	2	5	1d 18:03:10.0600004196167	0d 01:54:0.00999999977648258	0.00095	0.00393	0.00050	4.11612	D	2.20293
2534	2	5	1d 18:04:10.0600004196167	0d 01:55:0.00999999977648258	0.00096	0.00397	0.00050	4.11559	D	2.20293
2535	2	5	1d 18:05:10.0600004196167	0d 01:56:0.00999999977648258	0.00097	0.00400	0.00050	4.11528	D	2.20293
2536	2	5	1d 18:06:10.0600004196167	0d 01:57:0.00999999977648258	0.00098	0.00404	0.00050	4.11482	D	2.20293
2537	2	5	1d 18:07:10.0600004196167	0d 01:58:0.00999999977648258	0.00098	0.00407	0.00050	4.11452	D	2.20293
2538	2	5	1d 18:08:10.0600004196167	0d 01:59:0.00999999977648258	0.00099	0.00411	0.00050	4.11421	D	2.20293
2539	2	5	1d 18:09:10.0600004196167	0d 02:00:0.00999999977648258	0.00100	0.00414	0.00050	4.11368	D	2.20293
2540	2	5	1d 18:10:10.0600004196167	0d 02:01:0.00999999977648258	0.00101	0.00417	0.00050	4.11337	D	2.20293
2541	2	5	1d 18:11:10.0600004196167	0d 02:02:0.00999999977648258	0.00102	0.00421	0.00050	4.11299	D	2.20293
2542	2	5	1d 18:12:10.0600004196167	0d 02:03:0.00999999977648258	0.00103	0.00424	0.00050	4.11246	D	2.20293
2543	2	5	1d 18:13:10.0600004196167	0d 02:04:0.00999999977648258	0.00103	0.00428	0.00050	4.11215	D	2.20293
2544	2	5	1d 18:14:10.0600004196167	0d 02:05:0.00999999977648258	0.00104	0.00431	0.00050	4.11185	D	2.20293
2545	2	5	1d 18:15:10.0600004196167	0d 02:06:0.00999999977648258	0.00105	0.00435	0.00050	4.11147	D	2.20293
2546	2	5	1d 18:16:10.0600004196167	0d 02:07:0.00999999977648258	0.00106	0.00438	0.00050	4.11109	D	2.20293
2547	2	5	1d 18:17:10.0600004196167	0d 02:08:0.00999999977648258	0.00107	0.00441	0.00050	4.11063	D	2.20293
2548	2	5	1d 18:18:10.0600004196167	0d 02:09:0.00999999977648258	0.00108	0.00445	0.00050	4.11025	D	2.20293
2549	2	5	1d 18:19:10.0600004196167	0d 02:10:0.00999999977648258	0.00108	0.00448	0.00050	4.10994	D	2.20293
2550	2	5	1d 18:20:10.0600004196167	0d 02:11:0.00999999977648258	0.00109	0.00452	0.00050	4.10956	D	2.20293
2551	2	5	1d 18:21:10.0600004196167	0d 02:12:0.00999999977648258	0.00110	0.00455	0.00050	4.10918	D	2.20293
2552	2	5	1d 18:22:10.0600004196167	0d 02:13:0.00999999977648258	0.00111	0.00458	0.00050	4.10849	D	2.20293
2553	2	5	1d 18:23:10.0600004196167	0d 02:14:0.00999999977648258	0.00112	0.00462	0.00050	4.10826	D	2.20293
2554	2	5	1d 18:24:10.0600004196167	0d 02:15:0.00999999977648258	0.00113	0.00465	0.00050	4.10773	D	2.20293
2555	2	5	1d 18:25:10.0600004196167	0d 02:16:0.00999999977648258	0.00113	0.00469	0.00050	4.10727	D	2.20293
2556	2	5	1d 18:26:10.0600004196167	0d 02:17:0.00999999977648258	0.00114	0.00472	0.00050	4.10697	D	2.20293
2557	2	5	1d 18:27:10.0600004196167	0d 02:18:0.00999999977648258	0.00115	0.00476	0.00050	4.10658	D	2.20293
2558	2	5	1d 18:28:10.0600004196167	0d 02:19:0.00999999977648258	0.00116	0.00479	0.00050	4.10628	D	2.20293
2559	2	5	1d 18:29:10.0600004196167	0d 02:20:0.00999999977648258	0.00117	0.00482	0.00050	4.10582	D	2.20293
2560	2	5	1d 18:30:10.0600004196167	0d 02:21:0.00999999977648258	0.00118	0.00486	0.00050	4.10544	D	2.20293
2561	2	5	1d 18:31:10.0600004196167	0d 02:22:0.00999999977648258	0.00118	0.00489	0.00050	4.10506	D	2.20293
2562	2	5	1d 18:32:10.0600004196167	0d 02:23:0.00999999977648258	0.00119	0.00493	0.00050	4.10460	D	2.20293
2563	2	5	1d 18:33:10.0600004196167	0d 02:24:0.00999999977648258	0.00120	0.00496	0.00050	4.10430	D	2.20293
2564	2	5	1d 18:34:10.0600004196167	0d 02:25:0.00999999977648258	0.00121	0.00500	0.00050	4.10384	D	2.20293
2565	2	5	1d 18:35:10.0600004196167	0d 02:26:0.00999999977648258	0.00122	0.00503	0.00050	4.10338	D	2.20293
2566	2	5	1d 18:36:10.0600004196167	0d 02:27:0.00999999977648258	0.00123	0.00506	0.00050	4.10307	D	2.20293
2567	2	5	1d 18:37:10.0600004196167	0d 02:28:0.00999999977648258	0.00123	0.00510	0.00050	4.10277	D	2.20293
2568	2	5	1d 18:38:10.0600004196167	0d 02:29:0.00999999977648258	0.00124	0.00513	0.00050	4.10246	D	2.20293
2569	2	5	1d 18:39:10.0600004196167	0d 02:30:0.00999999977648258	0.00125	0.00517	0.00050	4.10208	D	2.20293
2570	2	5	1d 18:40:10.0600004196167	0d 02:31:0.00999999977648258	0.00126	0.00520	0.00050	4.10155	D	2.20293
2571	2	5	1d 18:41:10.0600004196167	0d 02:32:0.00999999977648258	0.00127	0.00523	0.00050	4.10117	D	2.20293
2572	2	5	1d 18:42:10.0600004196167	0d 02:33:0.00999999977648258	0.00128	0.00527	0.00050	4.10063	D	2.20293
2573	2	5	1d 18:43:10.0600004196167	0d 02:34:0.00999999977648258	0.00128	0.00530	0.00050	4.10033	D	2.20293
2574	2	5	1d 18:44:10.0600004196167	0d 02:35:0.00999999977648258	0.00129	0.00534	0.00050	4.10010	D	2.20293
2575	2	5	1d 18:45:10.0600004196167	0d 02:36:0.00999999977648258	0.00130	0.00537	0.00050	4.09964	D	2.20293
2576	2	5	1d 18:46:10.0600004196167	0d 02:37:0.00999999977648258	0.00131	0.00541	0.00050	4.09941	D	2.20293
2577	2	5	1d 18:47:10.0600004196167	0d 02:38:0.00999999977648258	0.00132	0.00544	0.00050	4.09895	D	2.20293
2578	2	5	1d 18:48:10.0600004196167	0d 02:39:0.00999999977648258	0.00133	0.00547	0.00050	4.09857	D	2.20293
2579	2	5	1d 18:49:10.0600004196167	0d 02:40:0.00999999977648258	0.00133	0.00551	0.00050	4.09827	D	2.20293
2580	2	5	1d 18:50:10.0600004196167	0d 02:41:0.00999999977648258	0.00134	0.00554	0.00050	4.09781	D	2.20293
2581	2	5	1d 18:51:10.0600004196167	0d 02:42:0.00999999977648258	0.00135	0.00558	0.00050	4.09743	D	2.20293
2582	2	5	1d 18:52:10.0600004196167	0d 02:43:0.00999999977648258	0.00136	0.00561	0.00050	4.09705	D	2.20293
2583	2	5	1d 18:53:10.0600004196167	0d 02:44:0.00999999977648258	0.00137	0.00564	0.00050	4.09659	D	2.20293
2584	2	5	1d 18:54:10.0600004196167	0d 02:45:0.00999999977648258	0.00138	0.00568	0.00050	4.09628	D	2.20293
2585	2	5	1d 18:55:10.0600004196167	0d 02:46:0.00999999977648258	0.00138	0.00571	0.00050	4.09590	D	2.20293
2586	2	5	1d 18:56:10.0600004196167	0d 02:47:0.00999999977648258	0.00139	0.00575	0.00050	4.09552	D	2.20293
2587	2	5	1d 18:57:10.0600004196167	0d 02:48:0.00999999977648258	0.00140	0.00578	0.00050	4.09522	D	2.20293
2588	2	5	1d 18:58:10.0600004196167	0d 02:49:0.00999999977648258	0.00141	0.00582	0.00050	4.09491	D	2.20293
2589	2	5	1d 18:59:10.0600004196167	0d 02:50:0.00999999977648258	0.00142	0.00585	0.00050	4.09453	D	2.20293
2590	2	5	1d 19:00:10.0600004196167	0d 02:51:0.00999999977648258	0.00143	0.00588	0.00050	4.09415	D	2.20293
2591	2	5	1d 19:01:10.0600004196167	0d 02:52:0.00999999977648258	0.00143	0.00592	0.00050	4.09377	D	2.20293
2592	2	5	1d 19:02:10.0600004196167	0d 02:53:0.00999999977648258	0.00144	0.00595	0.00050	4.09331	D	2.20293
2593	2	5	1d 19:03:10.0600004196167	0d 02:54:0.00999999977648258	0.00145	0.00599	0.00050	4.09285	D	2.20293
2594	2	5	1d 19:04:10.0600004196167	0d 02:55:0.00999999977648258	0.00146	0.00602	0.00050	4.09270	D	2.20293
2595	2	5	1d 19:05:10.0600004196167	0d 02:56:0.00999999977648258	0.00147	0.00605	0.00050	4.09209	D	2.20293
2596	2	5	1d 19:06:10.0600004196167	0d 02:57:0.00999999977648258	0.00148	0.00609	0.00050	4.09178	D	2.20293
2597	2	5	1d 19:07:10.0600004196167	0d 02:58:0.00999999977648258	0.00148	0.00612	0.00050	4.09148	D	2.20293
2598	2	5	1d 19:08:10.0600004196167	0d 02:59:0.00999999977648258	0.00149	0.00616	0.00050	4.09102	D	2.20293
2599	2	5	1d 19:09:10.0600004196167	0d 03:00:0.00999999977648258	0.00150	0.00619	0.00050	4.09071	D	2.20293
2600	2	5	1d 19:10:10.0600004196167	0d 03:01:0.00999999977648258	0.00151	0.00622	0.00050	4.09033	D	2.20293
2601	2	5	1d 19:11:10.0600004196167	0d 03:02:0.00999999977648258	0.00152	0.00626	0.00050	4.09010	D	2.20293
2602	2	5	1d 19:12:10.0600004196167	0d 03:03:0.00999999977648258	0.00153	0.00629	0.00050	4.08957	D	2.20293
2603	2	5	1d 19:13:10.0600004196167	0d 03:04:0.00999999977648258	0.00153	0.00633	0.00050	4.08919	D	2.20293
2604	2	5	1d 19:14:10.0600004196167	0d 03:05:0.00999999977648258	0.00154	0.00636	0.00050	4.08881	D	2.20293
2605	2	5	1d 19:15:10.0600004196167	0d 03:06:0.00999999977648258	0.00155	0.00640	0.00050	4.08858	D	2.20293
2606	2	5	1d 19:16:10.0600004196167	0d 03:07:0.00999999977648258	0.00156	0.00643	0.00050	4.08820	D	2.20293
2607	2	5	1d 19:17:10.0600004196167	0d 03:08:0.00999999977648258	0.00157	0.00646	0.00050	4.08782	D	2.20293
2608	2	5	1d 19:18:10.0600004196167	0d 03:09:0.00999999977648258	0.00158	0.00650	0.00050	4.08743	D	2.20293
2609	2	5	1d 19:19:10.0600004196167	0d 03:10:0.00999999977648258	0.00158	0.00653	0.00050	4.08705	D	2.20293
2610	2	5	1d 19:20:10.0600004196167	0d 03:11:0.00999999977648258	0.00159	0.00657	0.00050	4.08675	D	2.20293
2611	2	5	1d 19:21:10.0600004196167	0d 03:12:0.00999999977648258	0.00160	0.00660	0.00050	4.08637	D	2.20293
2612	2	5	1d 19:22:10.0600004196167	0d 03:13:0.00999999977648258	0.00161	0.00663	0.00050	4.08606	D	2.20293
2613	2	5	1d 19:23:10.0600004196167	0d 03:14:0.00999999977648258	0.00162	0.00667	0.00050	4.08553	D	2.20293
2614	2	5	1d 19:24:10.0600004196167	0d 03:15:0.00999999977648258	0.00163	0.00670	0.00050	4.08530	D	2.20293
2615	2	5	1d 19:25:10.0600004196167	0d 03:16:0.00999999977648258	0.00163	0.00674	0.00050	4.08492	D	2.20293
2616	2	5	1d 19:26:10.0600004196167	0d 03:17:0.00999999977648258	0.00164	0.00677	0.00050	4.08446	D	2.20293
2617	2	5	1d 19:27:10.0600004196167	0d 03:18:0.00999999977648258	0.00165	0.00680	0.00050	4.08415	D	2.20293
2618	2	5	1d 19:28:10.0600004196167	0d 03:19:0.00999999977648258	0.00166	0.00684	0.00050	4.08385	D	2.20293
2619	2	5	1d 19:29:10.0600004196167	0d 03:20:0.00999999977648258	0.00167	0.00687	0.00050	4.08362	D	2.20293
2620	2	5	1d 19:30:10.0600004196167	0d 03:21:0.00999999977648258	0.00168	0.00691	0.00050	4.08324	D	2.20293
2621	2	5	1d 19:31:10.0600004196167	0d 03:22:0.00999999977648258	0.00168	0.00694	0.00050	4.08278	D	2.20293
2622	2	5	1d 19:32:10.0600004196167	0d 03:23:0.00999999977648258	0.00169	0.00697	0.00050	4.08240	D	2.20293
2623	2	5	1d 19:33:10.0600004196167	0d 03:24:0.00999999977648258	0.00170	0.00701	0.00050	4.08194	D	2.20293
2624	2	5	1d 19:34:10.0600004196167	0d 03:25:0.00999999977648258	0.00171	0.00704	0.00050	4.08164	D	2.20293
2625	2	5	1d 19:35:10.0600004196167	0d 03:26:0.00999999977648258	0.00172	0.00708	0.00050	4.08125	D	2.20293
2626	2	5	1d 19:36:10.0600004196167	0d 03:27:0.00999999977648258	0.00173	0.00711	0.00050	4.08095	D	2.20293
2627	2	5	1d 19:37:10.0600004196167	0d 03:28:0.00999999977648258	0.00173	0.00714	0.00050	4.08049	D	2.20293
2628	2	5	1d 19:38:10.0600004196167	0d 03:29:0.00999999977648258	0.00174	0.00718	0.00050	4.08019	D	2.20293
2629	2	5	1d 19:39:10.0600004196167	0d 03:30:0.00999999977648258	0.00175	0.00721	0.00050	4.07988	D	2.20293
2630	2	5	1d 19:40:10.0600004196167	0d 03:31:0.00999999977648258	0.00176	0.00725	0.00050	4.07942	D	2.20293
2631	2	5	1d 19:41:10.0600004196167	0d 03:32:0.00999999977648258	0.00177	0.00728	0.00050	4.07912	D	2.20293
