Rec	Cyc	Step	TestTime	StepTime	Amphr	Watthr	Amps	Volts	State	ACImpOhms
2210	1	5	1d 12:47:0.00999999977648258	1d 12:46:0.00999999977648258	0.01838	0.07063	0.00050	3.39048	D	2.26676
2211	1	5	1d 12:48:0.00999999977648258	1d 12:47:0.00999999977648258	0.01839	0.07066	0.00050	3.38605	D	2.26676
2212	1	5	1d 12:49:0.00999999977648258	1d 12:48:0.00999999977648258	0.01840	0.07069	0.00050	3.38163	D	2.26676
2213	1	5	1d 12:50:0.00999999977648258	1d 12:49:0.00999999977648258	0.01841	0.07072	0.00050	3.37720	D	2.26676
2214	1	5	1d 12:51:0.00999999977648258	1d 12:50:0.00999999977648258	0.01842	0.07075	0.00050	3.37255	D	2.26676
2215	1	5	1d 12:52:0.00999999977648258	1d 12:51:0.00999999977648258	0.01843	0.07077	0.00050	3.36782	D	2.26676
2216	1	5	1d 12:53:0.00999999977648258	1d 12:52:0.00999999977648258	0.01843	0.07080	0.00050	3.36309	D	2.26676
2217	1	5	1d 12:54:0.00999999977648258	1d 12:53:0.00999999977648258	0.01844	0.07083	0.00050	3.35821	D	2.26676
2218	1	5	1d 12:55:0.00999999977648258	1d 12:54:0.00999999977648258	0.01845	0.07086	0.00050	3.35309	D	2.26676
2219	1	5	1d 12:56:0.00999999977648258	1d 12:55:0.00999999977648258	0.01846	0.07089	0.00050	3.34806	D	2.26676
2220	1	5	1d 12:57:0.00999999977648258	1d 12:56:0.00999999977648258	0.01847	0.07091	0.00050	3.34272	D	2.26676
2221	1	5	1d 12:58:0.00999999977648258	1d 12:57:0.00999999977648258	0.01848	0.07094	0.00050	3.33730	D	2.26676
2222	1	5	1d 12:59:0.00999999977648258	1d 12:58:0.00999999977648258	0.01848	0.07097	0.00050	3.33181	D	2.26676
2223	1	5	1d 13:00:0.00999999977648258	1d 12:59:0.00999999977648258	0.01849	0.07100	0.00050	3.32601	D	2.26676
2224	1	5	1d 13:01:0.00999999977648258	1d 13:00:0.00999999977648258	0.01850	0.07102	0.00050	3.32044	D	2.26676
2225	1	5	1d 13:02:0.00999999977648258	1d 13:01:0.00999999977648258	0.01851	0.07105	0.00050	3.31434	D	2.26676
2226	1	5	1d 13:03:0.00999999977648258	1d 13:02:0.00999999977648258	0.01852	0.07108	0.00050	3.30816	D	2.26676
2227	1	5	1d 13:04:0.00999999977648258	1d 13:03:0.00999999977648258	0.01853	0.07111	0.00050	3.30182	D	2.26676
2228	1	5	1d 13:05:0.00999999977648258	1d 13:04:0.00999999977648258	0.01853	0.07113	0.00050	3.29519	D	2.26676
2229	1	5	1d 13:06:0.00999999977648258	1d 13:05:0.00999999977648258	0.01854	0.07116	0.00050	3.28840	D	2.26676
2230	1	5	1d 13:07:0.00999999977648258	1d 13:06:0.00999999977648258	0.01855	0.07119	0.00050	3.28145	D	2.26676
2231	1	5	1d 13:08:0.00999999977648258	1d 13:07:0.00999999977648258	0.01856	0.07122	0.00050	3.27436	D	2.26676
2232	1	5	1d 13:09:0.00999999977648258	1d 13:08:0.00999999977648258	0.01857	0.07124	0.00050	3.26688	D	2.26676
2233	1	5	1d 13:10:0.00999999977648258	1d 13:09:0.00999999977648258	0.01858	0.07127	0.00050	3.25925	D	2.26676
2234	1	5	1d 13:11:0.00999999977648258	1d 13:10:0.00999999977648258	0.01858	0.07130	0.00050	3.25109	D	2.26676
2235	1	5	1d 13:12:0.00999999977648258	1d 13:11:0.00999999977648258	0.01859	0.07133	0.00050	3.24292	D	2.26676
2236	1	5	1d 13:13:0.00999999977648258	1d 13:12:0.00999999977648258	0.01860	0.07135	0.00050	3.23423	D	2.26676
2237	1	5	1d 13:14:0.00999999977648258	1d 13:13:0.00999999977648258	0.01861	0.07138	0.00050	3.22484	D	2.26676
2238	1	5	1d 13:15:0.00999999977648258	1d 13:14:0.00999999977648258	0.01862	0.07141	0.00050	3.21530	D	2.26676
2239	1	5	1d 13:16:0.00999999977648258	1d 13:15:0.00999999977648258	0.01863	0.07143	0.00050	3.20470	D	2.26676
2240	1	5	1d 13:17:0.00999999977648258	1d 13:16:0.00999999977648258	0.01863	0.07146	0.00050	3.19356	D	2.26676
2241	1	5	1d 13:18:0.00999999977648258	1d 13:17:0.00999999977648258	0.01864	0.07149	0.00050	3.18135	D	2.26676
2242	1	5	1d 13:19:0.00999999977648258	1d 13:18:0.00999999977648258	0.01865	0.07151	0.00050	3.16777	D	2.26676
2243	1	5	1d 13:20:0.00999999977648258	1d 13:19:0.00999999977648258	0.01866	0.07154	0.00050	3.15282	D	2.26676
2244	1	5	1d 13:21:0.00999999977648258	1d 13:20:0.00999999977648258	0.01867	0.07157	0.00050	3.13619	D	2.26676
2245	1	5	1d 13:22:0.00999999977648258	1d 13:21:0.00999999977648258	0.01868	0.07159	0.00050	3.11788	D	2.26676
2246	1	5	1d 13:23:0.00999999977648258	1d 13:22:0.00999999977648258	0.01868	0.07162	0.00050	3.09773	D	2.26676
2247	1	5	1d 13:24:0.00999999977648258	1d 13:23:0.00999999977648258	0.01869	0.07164	0.00050	3.07538	D	2.26676
2248	1	5	1d 13:25:0.00999999977648258	1d 13:24:0.00999999977648258	0.01870	0.07167	0.00050	3.05005	D	2.26676
2249	1	5	1d 13:26:0.00999999977648258	1d 13:25:0.00999999977648258	0.01871	0.07169	0.00050	3.02060	D	2.26676
2250	1	5	1d 13:26:36.8199996948242	1d 13:25:36.8199996948242	0.01871	0.07171	0.00050	3.00000	D	2.26676
2251	1	6	1d 13:26:36.8300018310547	0d 00:00:0.00999999977648258	0.00000	0.00000	0.00000	3.00282	R	2.26676
2252	1	6	1d 13:27:36.8300018310547	0d 00:01:0.00999999977648258	0.00000	0.00000	0.00000	3.02724	R	2.26676
2253	1	6	1d 13:28:36.8300018310547	0d 00:02:0.00999999977648258	0.00000	0.00000	0.00000	3.03792	R	2.26676
2254	1	6	1d 13:29:36.8300018310547	0d 00:03:0.00999999977648258	0.00000	0.00000	0.00000	3.04562	R	2.26676
2255	1	6	1d 13:30:36.8300018310547	0d 00:04:0.00999999977648258	0.00000	0.00000	0.00000	3.05173	R	2.26676
2256	1	6	1d 13:31:36.8199996948242	0d 00:05:0	0.00000	0.00000	0.00000	3.05676	R	2.26676
2257	1	7	1d 13:31:36.8800010681152	0d 00:00:0.0599999986588955	0.00000	0.00000	0.00015	3.05776	C	2.26676
2258	1	7	1d 13:32:36.8800010681152	0d 00:01:0.0599999986588955	0.00017	0.00055	0.01000	3.43763	C	2.26676
2259	1	7	1d 13:33:36.8800010681152	0d 00:02:0.0599999986588955	0.00033	0.00114	0.01000	3.54559	C	2.26676
2260	1	7	1d 13:34:36.8800010681152	0d 00:03:0.0599999986588955	0.00050	0.00173	0.01000	3.61784	C	2.26676
2261	1	7	1d 13:35:36.8800010681152	0d 00:04:0.0599999986588955	0.00067	0.00234	0.01000	3.67216	C	2.26676
2262	1	7	1d 13:36:36.8800010681152	0d 00:05:0.0599999986588955	0.00083	0.00296	0.01000	3.71626	C	2.26676
2263	1	7	1d 13:37:36.8800010681152	0d 00:06:0.0599999986588955	0.00100	0.00358	0.00999	3.75296	C	2.26676
2264	1	7	1d 13:38:36.8800010681152	0d 00:07:0.0599999986588955	0.00117	0.00421	0.01000	3.78210	C	2.26676
2265	1	7	1d 13:39:36.8800010681152	0d 00:08:0.0599999986588955	0.00133	0.00484	0.01000	3.79858	C	2.26676
2266	1	7	1d 13:40:36.8800010681152	0d 00:09:0.0599999986588955	0.00150	0.00547	0.01000	3.80606	C	2.26676
2267	1	7	1d 13:41:36.8800010681152	0d 00:10:0.0599999986588955	0.00167	0.00611	0.01000	3.81178	C	2.26676
2268	1	7	1d 13:42:36.8800010681152	0d 00:11:0.0599999986588955	0.00183	0.00674	0.01000	3.81849	C	2.26676
2269	1	7	1d 13:43:36.8800010681152	0d 00:12:0.0599999986588955	0.00200	0.00738	0.01000	3.82467	C	2.26676
2270	1	7	1d 13:44:36.8800010681152	0d 00:13:0.0599999986588955	0.00217	0.00802	0.01000	3.83017	C	2.26676
2271	1	7	1d 13:45:36.8800010681152	0d 00:14:0.0599999986588955	0.00233	0.00866	0.01001	3.83566	C	2.26676
2272	1	7	1d 13:46:36.8800010681152	0d 00:15:0.0599999986588955	0.00250	0.00930	0.01000	3.84092	C	2.26676
2273	1	7	1d 13:47:36.8800010681152	0d 00:16:0.0599999986588955	0.00267	0.00994	0.01000	3.84627	C	2.26676
2274	1	7	1d 13:48:36.8800010681152	0d 00:17:0.0599999986588955	0.00283	0.01058	0.01000	3.85214	C	2.26676
2275	1	7	1d 13:49:36.8800010681152	0d 00:18:0.0599999986588955	0.00300	0.01122	0.01000	3.85801	C	2.26676
2276	1	7	1d 13:50:36.8800010681152	0d 00:19:0.0599999986588955	0.00317	0.01186	0.01000	3.86488	C	2.26676
2277	1	7	1d 13:51:36.8800010681152	0d 00:20:0.0599999986588955	0.00333	0.01251	0.01000	3.87266	C	2.26676
2278	1	7	1d 13:52:36.8800010681152	0d 00:21:0.0599999986588955	0.00350	0.01316	0.01000	3.88029	C	2.26676
2279	1	7	1d 13:53:36.8800010681152	0d 00:22:0.0599999986588955	0.00367	0.01380	0.01000	3.88693	C	2.26676
2280	1	7	1d 13:54:36.8800010681152	0d 00:23:0.0599999986588955	0.00383	0.01445	0.01000	3.89250	C	2.26676
2281	1	7	1d 13:55:36.8800010681152	0d 00:24:0.0599999986588955	0.00400	0.01510	0.01000	3.89754	C	2.26676
2282	1	7	1d 13:56:36.8800010681152	0d 00:25:0.0599999986588955	0.00417	0.01575	0.01000	3.90234	C	2.26676
2283	1	7	1d 13:57:36.8800010681152	0d 00:26:0.0599999986588955	0.00433	0.01640	0.01000	3.90715	C	2.26676
2284	1	7	1d 13:58:36.8800010681152	0d 00:27:0.0599999986588955	0.00450	0.01705	0.01000	3.91127	C	2.26676
2285	1	7	1d 13:59:36.8800010681152	0d 00:28:0.0599999986588955	0.00467	0.01770	0.01000	3.91493	C	2.26676
2286	1	7	1d 14:00:36.8800010681152	0d 00:29:0.0599999986588955	0.00483	0.01836	0.01000	3.91890	C	2.26676
2287	1	7	1d 14:01:36.8800010681152	0d 00:30:0.0599999986588955	0.00500	0.01901	0.00999	3.92317	C	2.26676
2288	1	7	1d 14:02:36.8800010681152	0d 00:31:0.0599999986588955	0.00517	0.01966	0.01000	3.92752	C	2.26676
2289	1	7	1d 14:03:36.8800010681152	0d 00:32:0.0599999986588955	0.00533	0.02032	0.01000	3.93210	C	2.26676
2290	1	7	1d 14:04:36.8800010681152	0d 00:33:0.0599999986588955	0.00550	0.02098	0.01000	3.93591	C	2.26676
2291	1	7	1d 14:05:36.8800010681152	0d 00:34:0.0599999986588955	0.00567	0.02163	0.01000	3.93881	C	2.26676
2292	1	7	1d 14:06:36.8800010681152	0d 00:35:0.0599999986588955	0.00583	0.02229	0.01000	3.94087	C	2.26676
2293	1	7	1d 14:07:36.8800010681152	0d 00:36:0.0599999986588955	0.00600	0.02295	0.01000	3.94308	C	2.26676
2294	1	7	1d 14:08:36.8800010681152	0d 00:37:0.0599999986588955	0.00617	0.02360	0.01000	3.94469	C	2.26676
2295	1	7	1d 14:09:36.8800010681152	0d 00:38:0.0599999986588955	0.00633	0.02426	0.01000	3.94697	C	2.26676
2296	1	7	1d 14:10:36.8800010681152	0d 00:39:0.0599999986588955	0.00650	0.02492	0.01000	3.94865	C	2.26676
2297	1	7	1d 14:11:36.8800010681152	0d 00:40:0.0599999986588955	0.00667	0.02558	0.01000	3.95102	C	2.26676
2298	1	7	1d 14:12:36.8800010681152	0d 00:41:0.0599999986588955	0.00683	0.02623	0.01000	3.95315	C	2.26676
2299	1	7	1d 14:13:36.8800010681152	0d 00:42:0.0599999986588955	0.00700	0.02689	0.01000	3.95621	C	2.26676
2300	1	7	1d 14:14:36.8800010681152	0d 00:43:0.0599999986588955	0.00717	0.02755	0.00999	3.96033	C	2.26676
2301	1	7	1d 14:15:36.8800010681152	0d 00:44:0.0599999986588955	0.00733	0.02821	0.01000	3.96460	C	2.26676
2302	1	7	1d 14:16:36.8800010681152	0d 00:45:0.0599999986588955	0.00750	0.02887	0.01000	3.96841	C	2.26676
2303	1	7	1d 14:17:36.8800010681152	0d 00:46:0.0599999986588955	0.00767	0.02954	0.01000	3.97200	C	2.26676
2304	1	7	1d 14:18:36.8800010681152	0d 00:47:0.0599999986588955	0.00783	0.03020	0.01000	3.97482	C	2.26676
2305	1	7	1d 14:19:36.8800010681152	0d 00:48:0.0599999986588955	0.00800	0.03086	0.00999	3.97726	C	2.26676
2306	1	7	1d 14:20:36.8800010681152	0d 00:49:0.0599999986588955	0.00817	0.03152	0.01000	3.97963	C	2.26676
2307	1	7	1d 14:21:36.8800010681152	0d 00:50:0.0599999986588955	0.00833	0.03219	0.01000	3.98238	C	2.26676
2308	1	7	1d 14:22:36.8800010681152	0d 00:51:0.0599999986588955	0.00850	0.03285	0.01000	3.98535	C	2.26676
2309	1	7	1d 14:23:36.8800010681152	0d 00:52:0.0599999986588955	0.00867	0.03352	0.01000	3.98825	C	2.26676
2310	1	7	1d 14:24:36.8800010681152	0d 00:53:0.0599999986588955	0.00883	0.03418	0.01000	3.99145	C	2.26676
2311	1	7	1d 14:25:36.8800010681152	0d 00:54:0.0599999986588955	0.00900	0.03485	0.01000	3.99474	C	2.26676
2312	1	7	1d 14:26:36.8800010681152	0d 00:55:0.0599999986588955	0.00917	0.03551	0.01000	3.99825	C	2.26676
2313	1	7	1d 14:27:36.8800010681152	0d 00:56:0.0599999986588955	0.00933	0.03618	0.01000	4.00153	C	2.26676
2314	1	7	1d 14:28:36.8800010681152	0d 00:57:0.0599999986588955	0.00950	0.03685	0.01000	4.00534	C	2.26676
2315	1	7	1d 14:29:36.8800010681152	0d 00:58:0.0599999986588955	0.00967	0.03751	0.01000	4.00900	C	2.26676
2316	1	7	1d 14:30:36.8800010681152	0d 00:59:0.0599999986588955	0.00983	0.03818	0.01000	4.01259	C	2.26676
2317	1	7	1d 14:31:36.8800010681152	0d 01:00:0.0599999986588955	0.01000	0.03885	0.01000	4.01663	C	2.26676
2318	1	7	1d 14:32:36.8800010681152	0d 01:01:0.0599999986588955	0.01017	0.03952	0.01000	4.02068	C	2.26676
2319	1	7	1d 14:33:36.8800010681152	0d 01:02:0.0599999986588955	0.01033	0.04019	0.01000	4.02464	C	2.26676
2320	1	7	1d 14:34:36.8800010681152	0d 01:03:0.0599999986588955	0.01050	0.04086	0.01000	4.02892	C	2.26676
2321	1	7	1d 14:35:36.8800010681152	0d 01:04:0.0599999986588955	0.01067	0.04153	0.01000	4.03311	C	2.26676
2322	1	7	1d 14:36:36.8800010681152	0d 01:05:0.0599999986588955	0.01083	0.04221	0.01000	4.03754	C	2.26676
2323	1	7	1d 14:37:36.8800010681152	0d 01:06:0.0599999986588955	0.01100	0.04288	0.01000	4.04181	C	2.26676
2324	1	7	1d 14:38:36.8800010681152	0d 01:07:0.0599999986588955	0.01117	0.04355	0.01000	4.04631	C	2.26676
2325	1	7	1d 14:39:36.8800010681152	0d 01:08:0.0599999986588955	0.01133	0.04423	0.01000	4.05058	C	2.26676
2326	1	7	1d 14:40:36.8800010681152	0d 01:09:0.0599999986588955	0.01150	0.04490	0.01000	4.05554	C	2.26676
2327	1	7	1d 14:41:36.8800010681152	0d 01:10:0.0599999986588955	0.01167	0.04558	0.01000	4.05997	C	2.26676
2328	1	7	1d 14:42:36.8800010681152	0d 01:11:0.0599999986588955	0.01183	0.04626	0.01000	4.06500	C	2.26676
2329	1	7	1d 14:43:36.8800010681152	0d 01:12:0.0599999986588955	0.01200	0.04694	0.01000	4.06989	C	2.26676
2330	1	7	1d 14:44:36.8800010681152	0d 01:13:0.0599999986588955	0.01217	0.04761	0.01000	4.07500	C	2.26676
2331	1	7	1d 14:45:36.8800010681152	0d 01:14:0.0599999986588955	0.01233	0.04829	0.01000	4.07996	C	2.26676
2332	1	7	1d 14:46:36.8800010681152	0d 01:15:0.0599999986588955	0.01250	0.04897	0.01000	4.08522	C	2.26676
2333	1	7	1d 14:47:36.8800010681152	0d 01:16:0.0599999986588955	0.01267	0.04966	0.01000	4.09041	C	2.26676
2334	1	7	1d 14:48:36.8800010681152	0d 01:17:0.0599999986588955	0.01283	0.05034	0.01000	4.09590	C	2.26676
2335	1	7	1d 14:49:36.8800010681152	0d 01:18:0.0599999986588955	0.01300	0.05102	0.00999	4.10178	C	2.26676
2336	1	7	1d 14:50:36.8800010681152	0d 01:19:0.0599999986588955	0.01316	0.05170	0.01000	4.10750	C	2.26676
2337	1	7	1d 14:51:36.8800010681152	0d 01:20:0.0599999986588955	0.01333	0.05239	0.01000	4.11322	C	2.26676
2338	1	7	1d 14:52:36.8800010681152	0d 01:21:0.0599999986588955	0.01350	0.05308	0.01000	4.11948	C	2.26676
2339	1	7	1d 14:53:36.8800010681152	0d 01:22:0.0599999986588955	0.01366	0.05376	0.01000	4.12566	C	2.26676
2340	1	7	1d 14:54:36.8800010681152	0d 01:23:0.0599999986588955	0.01383	0.05445	0.01000	4.13176	C	2.26676
2341	1	7	1d 14:55:36.8800010681152	0d 01:24:0.0599999986588955	0.01400	0.05514	0.01000	4.13817	C	2.26676
2342	1	7	1d 14:56:36.8800010681152	0d 01:25:0.0599999986588955	0.01416	0.05583	0.01000	4.14488	C	2.26676
2343	1	7	1d 14:57:36.8800010681152	0d 01:26:0.0599999986588955	0.01433	0.05652	0.01000	4.15106	C	2.26676
2344	1	7	1d 14:58:36.8800010681152	0d 01:27:0.0599999986588955	0.01450	0.05721	0.01000	4.15808	C	2.26676
2345	1	7	1d 14:59:36.8800010681152	0d 01:28:0.0599999986588955	0.01466	0.05791	0.01000	4.16464	C	2.26676
2346	1	7	1d 15:00:36.8800010681152	0d 01:29:0.0599999986588955	0.01483	0.05860	0.00999	4.17182	C	2.26676
2347	1	7	1d 15:01:36.8800010681152	0d 01:30:0.0599999986588955	0.01500	0.05930	0.01000	4.17891	C	2.26676
2348	1	7	1d 15:02:36.8800010681152	0d 01:31:0.0599999986588955	0.01516	0.05999	0.01001	4.18631	C	2.26676
2349	1	7	1d 15:03:36.8800010681152	0d 01:32:0.0599999986588955	0.01533	0.06069	0.01000	4.19379	C	2.26676
2350	1	7	1d 15:04:24.1000003814697	0d 01:32:47.2799987792969	0.01546	0.06124	0.01000	4.19997	C	2.26676
2351	1	8	1d 15:04:24.1299991607666	0d 00:00:0.0299999993294477	0.00000	0.00000	0.01230	4.21149	C	2.26676
2352	1	8	1d 15:05:24.1299991607666	0d 00:01:0.0299999993294477	0.00016	0.00067	0.00929	4.19997	C	2.26676
2353	1	8	1d 15:06:24.1299991607666	0d 00:02:0.0299999993294477	0.00031	0.00131	0.00883	4.20012	C	2.26676
2354	1	8	1d 15:07:24.1299991607666	0d 00:03:0.0299999993294477	0.00046	0.00191	0.00842	4.20012	C	2.26676
2355	1	8	1d 15:08:24.1299991607666	0d 00:04:0.0299999993294477	0.00059	0.00249	0.00805	4.19989	C	2.26676
2356	1	8	1d 15:09:24.1299991607666	0d 00:05:0.0299999993294477	0.00072	0.00304	0.00770	4.19997	C	2.26676
2357	1	8	1d 15:10:24.1299991607666	0d 00:06:0.0299999993294477	0.00085	0.00357	0.00737	4.20005	C	2.26676
2358	1	8	1d 15:11:24.1299991607666	0d 00:07:0.0299999993294477	0.00097	0.00407	0.00704	4.19982	C	2.26676
2359	1	8	1d 15:12:24.1299991607666	0d 00:08:0.0299999993294477	0.00108	0.00455	0.00673	4.19989	C	2.26676
2360	1	8	1d 15:13:24.1299991607666	0d 00:09:0.0299999993294477	0.00119	0.00502	0.00646	4.19989	C	2.26676
2361	1	8	1d 15:14:24.1299991607666	0d 00:10:0.0299999993294477	0.00130	0.00546	0.00620	4.19989	C	2.26676
2362	1	8	1d 15:15:24.1299991607666	0d 00:11:0.0299999993294477	0.00140	0.00588	0.00595	4.19982	C	2.26676
2363	1	8	1d 15:16:24.1299991607666	0d 00:12:0.0299999993294477	0.00150	0.00629	0.00571	4.19989	C	2.26676
2364	1	8	1d 15:17:24.1299991607666	0d 00:13:0.0299999993294477	0.00159	0.00668	0.00547	4.19989	C	2.26676
2365	1	8	1d 15:18:24.1299991607666	0d 00:14:0.0299999993294477	0.00168	0.00706	0.00524	4.19974	C	2.26676
2366	1	8	1d 15:19:24.1299991607666	0d 00:15:0.0299999993294477	0.00177	0.00742	0.00507	4.20012	C	2.26676
2367	1	8	1d 15:20:24.1299991607666	0d 00:16:0.0299999993294477	0.00185	0.00777	0.00485	4.19997	C	2.26676
2368	1	8	1d 15:21:24.1299991607666	0d 00:17:0.0299999993294477	0.00193	0.00810	0.00466	4.19982	C	2.26676
2369	1	8	1d 15:22:24.1299991607666	0d 00:18:0.0299999993294477	0.00200	0.00842	0.00447	4.19989	C	2.26676
2370	1	8	1d 15:23:24.1299991607666	0d 00:19:0.0299999993294477	0.00208	0.00873	0.00430	4.20005	C	2.26676
2371	1	8	1d 15:24:24.1299991607666	0d 00:20:0.0299999993294477	0.00215	0.00902	0.00413	4.20005	C	2.26676
2372	1	8	1d 15:25:24.1299991607666	0d 00:21:0.0299999993294477	0.00222	0.00930	0.00397	4.20005	C	2.26676
2373	1	8	1d 15:26:24.1299991607666	0d 00:22:0.0299999993294477	0.00228	0.00958	0.00382	4.20005	C	2.26676
2374	1	8	1d 15:27:24.1299991607666	0d 00:23:0.0299999993294477	0.00234	0.00984	0.00368	4.19989	C	2.26676
2375	1	8	1d 15:28:24.1299991607666	0d 00:24:0.0299999993294477	0.00240	0.01009	0.00354	4.20005	C	2.26676
2376	1	8	1d 15:29:24.1299991607666	0d 00:25:0.0299999993294477	0.00246	0.01034	0.00341	4.19997	C	2.26676
2377	1	8	1d 15:30:24.1299991607666	0d 00:26:0.0299999993294477	0.00252	0.01057	0.00328	4.19997	C	2.26676
2378	1	8	1d 15:31:24.1299991607666	0d 00:27:0.0299999993294477	0.00257	0.01080	0.00316	4.20012	C	2.26676
2379	1	8	1d 15:32:24.1299991607666	0d 00:28:0.0299999993294477	0.00262	0.01101	0.00305	4.19997	C	2.26676
2380	1	8	1d 15:33:24.1299991607666	0d 00:29:0.0299999993294477	0.00267	0.01122	0.00294	4.19989	C	2.26676
2381	1	8	1d 15:34:24.1299991607666	0d 00:30:0.0299999993294477	0.00272	0.01142	0.00283	4.19989	C	2.26676
2382	1	8	1d 15:35:24.1299991607666	0d 00:31:0.0299999993294477	0.00277	0.01162	0.00273	4.19997	C	2.26676
2383	1	8	1d 15:36:24.1299991607666	0d 00:32:0.0299999993294477	0.00281	0.01181	0.00263	4.19997	C	2.26676
2384	1	8	1d 15:37:24.1299991607666	0d 00:33:0.0299999993294477	0.00285	0.01199	0.00254	4.19997	C	2.26676
2385	1	8	1d 15:38:24.1299991607666	0d 00:34:0.0299999993294477	0.00290	0.01216	0.00245	4.19997	C	2.26676
2386	1	8	1d 15:39:24.1299991607666	0d 00:35:0.0299999993294477	0.00294	0.01233	0.00236	4.19997	C	2.26676
2387	1	8	1d 15:40:24.1299991607666	0d 00:36:0.0299999993294477	0.00297	0.01249	0.00228	4.19989	C	2.26676
2388	1	8	1d 15:41:24.1299991607666	0d 00:37:0.0299999993294477	0.00301	0.01265	0.00220	4.20005	C	2.26676
2389	1	8	1d 15:42:24.1299991607666	0d 00:38:0.0299999993294477	0.00305	0.01280	0.00212	4.19997	C	2.26676
2390	1	8	1d 15:43:24.1299991607666	0d 00:39:0.0299999993294477	0.00308	0.01295	0.00205	4.19997	C	2.26676
2391	1	8	1d 15:44:24.1299991607666	0d 00:40:0.0299999993294477	0.00312	0.01309	0.00198	4.20005	C	2.26676
2392	1	8	1d 15:45:24.1299991607666	0d 00:41:0.0299999993294477	0.00315	0.01322	0.00191	4.20005	C	2.26676
2393	1	8	1d 15:46:24.1299991607666	0d 00:42:0.0299999993294477	0.00318	0.01335	0.00184	4.19989	C	2.26676
2394	1	8	1d 15:47:24.1299991607666	0d 00:43:0.0299999993294477	0.00321	0.01348	0.00178	4.20005	C	2.26676
2395	1	8	1d 15:48:24.1299991607666	0d 00:44:0.0299999993294477	0.00324	0.01360	0.00172	4.19997	C	2.26676
2396	1	8	1d 15:49:24.1299991607666	0d 00:45:0.0299999993294477	0.00327	0.01372	0.00166	4.20005	C	2.26676
2397	1	8	1d 15:50:24.1299991607666	0d 00:46:0.0299999993294477	0.00329	0.01384	0.00161	4.19997	C	2.26676
2398	1	8	1d 15:51:24.1299991607666	0d 00:47:0.0299999993294477	0.00332	0.01395	0.00156	4.19997	C	2.26676
2399	1	8	1d 15:52:24.1299991607666	0d 00:48:0.0299999993294477	0.00335	0.01405	0.00150	4.19997	C	2.26676
2400	1	8	1d 15:53:24.1299991607666	0d 00:49:0.0299999993294477	0.00337	0.01416	0.00146	4.19997	C	2.26676
2401	1	8	1d 15:54:24.1299991607666	0d 00:50:0.0299999993294477	0.00339	0.01426	0.00141	4.19997	C	2.26676
2402	1	8	1d 15:55:24.1299991607666	0d 00:51:0.0299999993294477	0.00342	0.01435	0.00136	4.19989	C	2.26676
2403	1	8	1d 15:56:24.1299991607666	0d 00:52:0.0299999993294477	0.00344	0.01445	0.00130	4.19989	C	2.26676
2404	1	8	1d 15:57:24.1299991607666	0d 00:53:0.0299999993294477	0.00346	0.01454	0.00124	4.19989	C	2.26676
2405	1	8	1d 15:58:24.1299991607666	0d 00:54:0.0299999993294477	0.00348	0.01462	0.00118	4.19989	C	2.26676
2406	1	8	1d 15:59:24.1299991607666	0d 00:55:0.0299999993294477	0.00350	0.01470	0.00113	4.19989	C	2.26676
2407	1	8	1d 16:00:24.1299991607666	0d 00:56:0.0299999993294477	0.00352	0.01478	0.00110	4.19989	C	2.26676
2408	1	8	1d 16:01:24.1299991607666	0d 00:57:0.0299999993294477	0.00354	0.01486	0.00108	4.19997	C	2.26676
2409	1	8	1d 16:02:24.1299991607666	0d 00:58:0.0299999993294477	0.00356	0.01493	0.00105	4.19997	C	2.26676
2410	1	8	1d 16:03:24.1299991607666	0d 00:59:0.0299999993294477	0.00357	0.01500	0.00102	4.19997	C	2.26676
2411	1	8	1d 16:04:10.0500001907349	0d 00:59:45.9500007629395	0.00359	0.01506	0.00100	4.19997	C	2.26676
2412	1	9	1d 16:04:10.0600004196167	0d 00:00:0.00999999977648258	0.00000	0.00000	0.00000	4.19524	R	2.26676
2413	1	9	1d 16:05:10.0600004196167	0d 00:01:0.00999999977648258	0.00000	0.00000	0.00000	4.18708	R	2.26676
2414	1	9	1d 16:06:10.0600004196167	0d 00:02:0.00999999977648258	0.00000	0.00000	0.00000	4.18479	R	2.26676
2415	1	9	1d 16:07:10.0600004196167	0d 00:03:0.00999999977648258	0.00000	0.00000	0.00000	4.18326	R	2.26676
2416	1	9	1d 16:08:10.0600004196167	0d 00:04:0.00999999977648258	0.00000	0.00000	0.00000	4.18212	R	2.26676
2417	1	9	1d 16:09:10.0500001907349	0d 00:05:0	0.00000	0.00000	0.00000	4.18135	R	2.26676
2418	2	4	1d 16:09:10.0500001907349	0d 00:00:0	0.00000	0.00000	0.00050	4.17838	P	2.20293
2419	2	5	1d 16:09:10.0600004196167	0d 00:00:0.00999999977648258	0.00000	0.00000	0.00000	4.18128	D	2.20293
2420	2	5	1d 16:10:10.0600004196167	0d 00:01:0.00999999977648258	0.00001	0.00003	0.00050	4.17426	D	2.20293
2421	2	5	1d 16:11:10.0600004196167	0d 00:02:0.00999999977648258	0.00002	0.00007	0.00050	4.17235	D	2.20293
2422	2	5	1d 16:12:10.0600004196167	0d 00:03:0.00999999977648258	0.00002	0.00010	0.00050	4.17090	D	2.20293
2423	2	5	1d 16:13:10.0600004196167	0d 00:04:0.00999999977648258	0.00003	0.00014	0.00050	4.16976	D	2.20293
